news_id,title,body_text,reliability
179,Deadly Beast From the Jungle: How the Ebola Outbreaks Differ From the COVID-19 Pandemic,"Deadly Beast From the Jungle: How the Ebola Outbreaks Differ From the COVID-19 Pandemic Since the 1970s, the Ebola virus has been killing thousands of people, primarily in Africa. Despite the relatively low death toll numbers, Ebola has resulted in very high mortality rates in recent decades. In June 1976 an unknown disease started killing people in Sudan. 151 out of 284 patients lost their lives to an illness, which at first looked like common flu. Its main symptoms included fever, sore throat, muscular pain, headache, and fatigue. But within days the disease progressed, with patients starting to suffer from vomiting, combined with internal and external bleeding. The agent that caused the illness was named ""Sudan virus"" and later became part of the larger Ebola virus family. Just like many similar infectious diseases, Ebola is zoonotic in nature, meaning that it jumped from animals to humans. Its potential carriers include",0
181,How to Fight the Coronavirus Naturally,"As this global concern grows by the minute so should your concern to take action into protecting yourself and your loved ones from this worldwide threat. According to the most recently published article by JAMA (An International peer-reviewed medical journal association), the Coronavirus disease 2019 (COVID-19) is a respiratory illness that results from severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. Furthermore, the article shares that following initial reports of disease outbreak in China, COVID-19 has spread worldwide with cases identified in at least 67 countries across 6 continents. So if this is an acute respiratory illness why is the world-wide population running out of toilet paper? Ok, I must admit this is funny but not really! What is coronavirus disease 2019? According to the CDC, the Coronavirus disease 2019 (COVID-19) is a respiratory illness that can spread from person to person. The virus that causes COVID-19 is a novel",0
182,Jaw-Dropping Video Reveals Where Spring Break âCovidiotsâ Traveled After Flooding Florida Beaches to Party,"On Monday we reported how thousands of young Americans laughed off warnings to self-isolate and partied on Florida beaches anyway for spring break â with several now testing positive for COVID-19. The poster child for these selfish âcovidiotsâ â who will statistically survive coronavirus â was a spring breaker from Ohio, Bradley Sluder â told CBS News: âIf I get corona, I get corona. At the end of the day, Iâm not gonna let it stop me from partying,â adding âWeâre just out here having a good time. Whatever happens, happens.â âIf I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partyingâ: Spring breakers are still flocking to Miami, despite coronavirus warnings. https://t.co/KoYKI8zNDH pic.twitter.com/rfPfea1LrC â CBS News (@CBSNews) March 18, 2020 In case you were wondering how far these spring break âcovidiotsâ traveled for their ill-advised debauchery data visualization",0
187,COVID-19 in US; Economic Impact of Coronavirus; Spread of Coronavirus; Medical Update on Coronavirus,"To improve the performance of our website, show the most relevant news products and targeted advertising, we collect technical impersonal information about you, including through the tools of our partners. You can find a detailed description of how we use your data in our Privacy Policy. For a detailed description of the technologies, please see the Cookie and Automatic Logging Policy. By clicking on the ""Accept & Close"" button, you provide your explicit consent to the processing of your data to achieve the above goal. You can withdraw your consent using the method specified in the Privacy Policy.",0
189,Covid-19 coronavirus temperature limits: Climate does not matter,"Covid-19 coronavirus temperature limits: Climate does not matter Scientists from the University of Hong Kong have found at which temperatures the novel coronavirus remains most and least active. According to them, the virus remains highly stable for a long time at a temperature of about +4 degrees Celsius. In the absence of disinfection, its activity begins to decline only after 14 days. COVID-19 is very sensitive to high temperatures: it dies within five minutes at +70 Â°C. At +56 Â° C, the virus remains active for less than half an hour, at +37 degrees - for no more than two days, and at a temperature of 22 degrees - for about a week. Scientists find how long coronavirus can live on various surfaces On the outer side of medical masks the virus lives for at least a week at room temperature and relative humidity of 65 percent. Coronavirus stays on",0
195,Americans Will Have To Cure The Coronavirus Epidemic on Their Own,"Original article written by Bill Sardi can be viewed on LewRockwell.com; the following is an excerpt which represents the author's opinion and does not necessarily reflect those of WHN: I penned a prior report, extrapolating from published flu studies, which predicts that 6/10ths-to-1.3% serious side effects after mandated coronavirus vaccination among the nationâs 72.6 million senior adults would hospitalize 435,000-943,000 and a subsequent 1.4% mortality rate would then result in 54,202-111,493 deaths. These hospitalizations and deaths are not necessarily caused by a vaccine, which is always pre-tested for safety among healthy adults who DO respond to vaccination by making antibodies, but from weak immunity among certain known risk groups. Here are four ways the COVID-19 coronavirus pandemic could have already been brought to a âdead stop.â 1. Coronaviruses produce seasonal disease, running 5 months from November to the end of March. This is the period when the earth tilts away",0
202,Foods High In Zinc,"We are hearing a lot about zinc in the news lately, and that is because it is an important mineral. Back in 2010 a study published in PLoS Pathogens found ionic zinc was an inhibitor of coronavirus by preventing its replication and spread. Zinc is essential for good health, it helps to metabolize nutrients, maintain the immune system, as well as growing and repairing body tissues. The body does not store zinc so it is important to meet the daily requirements: men 11 mg a day, women 8 mg but 11 while pregnant and 12 while breastfeeding. In vitro cellular testing found that zinc was helpful in preventing a variety of RNA viruses which included poliovirus and influenza; somehow it interfered with the way the viruses process polyproteins which prevented them from doing damage. Other research published in the British Medical Journal identified zinc as a possible treatment against SARS,",0
204,SPEAK WITH YOUR DOCTOR ABOUT YOUR DRUGS THAT MAY INCREASE RISK OF SARS-CoV-2 (COVID-19) INFECTION,"Article courtesy of: Charles B. Simone, M.MS, M.D DRUGS INCREASE ACE2 THAT IS NEEDED BY SARS-CoV-2 (COVID-19 Coronavirus) TO ATTACH AND INFECT CELLS of the lung, intestine, kidney, blood vessel. The more ACE2, the more infection. This may be the reason why the elderly who are treated with these drugs, have a greater risk of death / severe side effects. A joint opinion statement about this topic was issued on March 17, 2020 by the American College Cardiology, American Heart Association, and the Heart Failure Society of America: ""The continued highest standard of care for cardiovascular disease patients diagnosed with COVID-19 is top priority, but there are no experimental or clinical data demonstrating beneficial or adverse outcomes among COVID-19 patients using ACE-I or ARB medications,"" said Richard J. Kovacs, MD, FACC. ""We urge urgent, additional research that can guide us to optimal care for the millions of people worldwide with",0
226,HCQ Effective For COVID-19 In Small Trial,"Patients in China with COVID-19 treated with HCQ/hydroxychloroquine were observed to have a shorter time to clinical recovery as well as improved pneumonia in a randomized trial. HCQ is an antimalarial that is also used to treat autoimmune diseases such as lupus. Those that received hydroxychloroquine with standard treatment were observed to have had a significantly shorter time to body temperature recovery of about one day as well as a significantly reduced time to cough remission of about a day compared to patients receiving only the standard treatment according to reports from Zhan Zhang, MD of Wuhan University. A larger proportion of patients in the group receiving the hydroxychloroquine with standard treatment had improved pneumonia compared to those in the control group, according to a manuscript posted on the medRxiv preprint server. Hydroxychloroquine and chloroquine have been getting much attention lately, and the FDA is looking into conducting randomized trials",0
227,Updated Practice Management Guidelines for Healthcare Facilities,"Healthcare providers today have found themselves in the midst of an unprecedented public health emergency requiring the combined efforts of the entire workforce. In times like these, clear and effective guidance is a necessity. To assist clinicians with navigating this challenging landscape, the Centers for Disease Control and Prevention have released interim guidelines outlining preparation strategies for healthcare facilities anticipating community spread of the novel coronavirus (COVID-19) and those which may be experiencing it currently. As the situation is unfolding dynamically it is impossible to predict the course of the outbreak and the medical workforceâs preparedness is vital to improving patient outcomes. The CDC stresses the importance of continual care for all patients, despite a surge in demand at healthcare facilities, and the need for concentrated efforts aimed at mobilizing all aspects of the system to reduce the spread of COVID-19 while decreasing its burden. As the situation continues to",0
